"","Number","USGS_ID","COM_ID","Min_Dis_Jan","Min_Dis_Feb","Min_Dis_Mar","Min_Dis_Apr","Min_Dis_May","Min_Dis_Jun","Min_Dis_Jul","Min_Dis_Aug","Min_Dis_Sep","Min_Dis_Oct","Min_Dis_Nov","Min_Dis_Dec","Max_Dis_Jan","Max_Dis_Feb","Max_Dis_Mar","Max_Dis_Apr","Max_Dis_May","Max_Dis_Jun","Max_Dis_Jul","Max_Dis_Aug","Max_Dis_Sep","Max_Dis_Oct","Max_Dis_Nov","Max_Dis_Dec","Ave_Dis_Jan","Ave_Dis_Feb","Ave_Dis_Mar","Ave_Dis_Apr","Ave_Dis_May","Ave_Dis_Jun","Ave_Dis_Jul","Ave_Dis_Aug","Ave_Dis_Sep","Ave_Dis_Oct","Ave_Dis_Nov","Ave_Dis_Dec","Min_Temp_Jan","Min_Temp_Feb","Min_Temp_Mar","Min_Temp_Apr","Min_Temp_May","Min_Temp_Jun","Min_Temp_Jul","Min_Temp_Aug","Min_Temp_Sep","Min_Temp_Oct","Min_Temp_Nov","Min_Temp_Dec","Max_Temp_Jan","Max_Temp_Feb","Max_Temp_Mar","Max_Temp_Apr","Max_Temp_May","Max_Temp_Jun","Max_Temp_Jul","Max_Temp_Aug","Max_Temp_Sep","Max_Temp_Oct","Max_Temp_Nov","Max_Temp_Dec","Ave_Temp_Jan","Ave_Temp_Feb","Ave_Temp_Mar","Ave_Temp_Apr","Ave_Temp_May","Ave_Temp_Jun","Ave_Temp_Jul","Ave_Temp_Aug","Ave_Temp_Sep","Ave_Temp_Oct","Ave_Temp_Nov","Ave_Temp_Dec","Min_Do_Jan","Min_Do_Feb","Min_Do_Mar","Min_Do_Apr","Min_Do_May","Min_Do_Jun","Min_Do_Jul","Min_Do_Aug","Min_Do_Sep","Min_Do_Oct","Min_Do_Nov","Min_Do_Dec","Max_Do_Jan","Max_Do_Feb","Max_Do_Mar","Max_Do_Apr","Max_Do_May","Max_Do_Jun","Max_Do_Jul","Max_Do_Aug","Max_Do_Sep","Max_Do_Oct","Max_Do_Nov","Max_Do_Dec","Ave_Do_Jan","Ave_Do_Feb","Ave_Do_Mar","Ave_Do_Apr","Ave_Do_May","Ave_Do_Jun","Ave_Do_Jul","Ave_Do_Aug","Ave_Do_Sep","Ave_Do_Oct","Ave_Do_Nov","Ave_Do_Dec","Base_Dis_5%","Base_Dis_25%","Dis_Avail_Data_%","Temp_Avail_Data_%","DO_Avail_Data_%","HDI"
"1",1,2339495,99999,16.6,24.6,36.9,12.5,5.44,0.37,0.21,0.15,0.03,0.01,0.13,6.54,1690,3140,1940,2020,1610,431,922,528,375,491,2830,5570,138.297096774194,192.869964664311,146.373225806452,136.101333333333,61.1702903225806,26.8923666666667,26.9262658227848,17.748211143695,14.2722424242424,20.2538278931751,65.6132,164.682709677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,8.185,100,0,0,0
"2",2,2342500,99999,32.1,71.9,105,30.6,8.12,3.1,3.13,1.06,1.01,2.64,3.7,11.9,7160,9550,16100,9480,4860,3110,18500,2800,3220,6680,15100,18500,478.618817204301,767.57223042836,887.411290322581,583.162150837989,193.000395634379,153.429944444444,232.025215053763,102.872449255751,71.5154583333333,116.288440860215,219.191347826087,518.998457223001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2815,32.2,100,0,0,16
"3",3,2342933,99999,9.9,18,18,9.11,0.42,0.29,0.08,0.51,0.53,0.43,1.28,3.54,6560,4160,7060,3700,3760,868,10200,3320,2150,2740,4740,7730,160.573174872666,232.127798507463,305.721731748727,155.596333333333,77.6644312393888,43.9490350877193,83.1816468590832,53.7595076400679,44.8570877192982,34.5612056737589,79.7095555555556,152.0979390681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536,8.49,100,0,0,10
"4",4,2343300,99999,137,165,240,187,107,56,42,43,NA,NA,NA,NA,748,471,1380,738,243,103,114,57,NA,NA,NA,NA,285.096774193548,270.214285714286,500.806451612903,308.8,152.41935483871,76.0666666666667,62.7096774193548,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,85,100,0,0,10
"5",5,2361000,99999,192,213,209,100,51,38.9,37,35.4,35.8,51.9,64.8,130,11800,9390,34400,12600,7780,5650,56500,5140,7800,9200,4630,23000,1146.56048387097,1410.38643067847,1479.10887096774,1333.85,595.579301075269,451.691944444444,886.044758064516,472.343010752688,373.520555555556,386.657795698925,526.552608695652,1137.84852734923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.32,238,100,0,0,11
"6",6,2361500,99999,433,548,579,374,219,176,200,173,183,216,245,341,16400,19000,30000,20200,17200,8160,14400,10100,8560,4860,7550,37700,2095.875,2672.41371681416,2566.04838709677,2899.34166666667,1335.06451612903,1083.93958333333,1428.20967741935,1319.48387096774,905.94375,735.512096774194,1114.06222222222,2270.1063394683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,607,100,0,0,0
"7",7,2362240,99999,11,10,7.12,6.41,1.9,1.4,1.1,1.2,2.5,3.8,4.5,9.1,527,555,3440,838,241,236,3610,307,1920,1190,439,1050,40.4876344086021,48.1716814159292,52.0156989247312,43.8300416666667,25.0524193548387,23.5523472222222,35.3727016129032,24.0284274193548,26.7840972222222,26.1251209677419,29.3001449275362,42.0040673211781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,14.2,100,0,0,9
"8",8,2363000,99999,91,120,128,40.2,12,8.05,3.3,4.9,4.38,7.74,15.8,34.8,13000,6310,18200,9210,4730,3780,16000,7470,3380,8760,4580,46300,778.811021505376,1019.67256637168,1157.0564516129,873.173611111111,330.545161290323,251.768486111111,413.117594086021,256.635591397849,160.353013888889,191.090833333333,314.247826086957,844.303927068724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72,70,100,0,0,8
"9",9,2364500,99999,292,401,391,172,56.2,43.5,60.9,56.4,60.9,70.6,78.2,178,19800,10500,15200,16700,9810,5660,8030,8250,11900,4660,8310,44200,2083.75576036866,2457.43686868687,2263.92396313364,2632.58095238095,1177.13410138249,807.594761904762,1039.16152073733,1067.3801843318,759.819047619048,487.06,926.558809523809,2391.99078341014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2,371,100,0,0,11
"10",10,2364570,99999,9.1,13,24,13,2,1.3,1.7,1.2,1.9,1.4,6.2,5.8,268,946,869,329,198,367,6000,392,30,296,101,57,45.2344086021505,73.3690476190476,93.7204301075269,47.1555555555556,23.3215053763441,31.3622222222222,155.35376344086,22.6376344086021,7.14719101123595,21.4548387096774,13.7316666666667,15.891935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8.3,100,0,0,12
"11",11,2369800,99999,32.4,34.8,38,28,19.8,17,18,19,20.3,20,21,28.2,1850,2790,9000,2490,1730,1250,3330,1490,10300,6290,1140,2400,163.627688172043,187.837463126844,196.457123655914,177.368888888889,97.2639784946237,97.8095833333333,115.043010752688,106.529032258065,109.267083333333,96.2709677419355,98.3869565217391,139.558906030856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,47,100,0,0,9
"12",12,2371200,99999,32.4,34.8,38,28,19.8,17,18,19,20.3,20,21,28.2,1850,2790,9000,2490,1730,1250,3330,1490,10300,6290,1140,2400,163.627688172043,187.837463126844,196.457123655914,177.368888888889,97.2639784946237,97.8095833333333,115.043010752688,106.529032258065,109.267083333333,96.2709677419355,98.3869565217391,139.558906030856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,47,100,0,0,6
"13",13,2371500,99999,95.1,148,154,82.6,30,21,24,14,18.5,16.8,18.8,50,6180,6930,15900,7390,4140,4740,15200,5940,7370,6350,4210,16300,799.948924731183,1049.12979351032,1241.54838709677,925.731944444444,375.094086021505,302.298194444444,445.789112903226,287.837096774194,226.386750348675,228.752284946237,317.1,744.181767180926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,89.725,100,0,0,8
"14",14,2372250,99999,118,123,115,86.5,24.9,16,11,13.2,13.6,12,16,51.8,5560,6270,18000,10100,5340,4320,5140,3300,23000,13700,3570,12000,743.008064516129,938.573746312684,1169.10752688172,861.675,352.738440860215,297.567222222222,354.76438172043,256.442607526882,275.370555555556,237.775268817204,308.854927536232,668.689747191011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.715,97.3,99.9885123492246,0,0,11
"15",15,2372422,99999,97.2,88,326,103,38,15.2,9.01,19,21,22,40.2,21.5,17000,12400,30100,19900,6770,7430,12700,8670,12100,4330,7630,24500,1698.99126436782,2262.8671679198,2919.44137931034,2170.15089514066,848.622093023256,865.172626931567,808.220371819961,718.836240310078,666.128910891089,374.207393715342,744.559787234043,1585.818125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,204.25,100,0,0,0
"16",16,2373000,99999,67.4,92.7,124,44.2,17,7.36,3.8,2.6,2.9,3.2,2.9,30.8,10100,9120,26000,15000,10700,9340,11200,2980,24700,29700,5600,20600,930.799059139785,1161.42522123894,1437.48924731183,1016.26916666667,411.343817204301,363.605125348189,405.44916893733,229.562129380054,233.287364016736,257.082298387097,299.69847826087,802.342496493689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.435,67,100,0,0,11
"17",17,2373500,99999,67.4,92.7,124,44.2,17,7.36,3.8,2.6,2.9,3.2,2.9,30.8,10100,9120,26000,15000,10700,9340,11200,2980,24700,29700,5600,20600,930.799059139785,1161.42522123894,1437.48924731183,1016.26916666667,411.343817204301,363.605125348189,405.44916893733,229.562129380054,233.287364016736,257.082298387097,299.69847826087,802.342496493689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.435,67,100,0,0,10
"18",18,2374250,99999,713,826,934,601,330,275,217,235,266,221,227,410,43800,26100,56600,36200,26600,14300,16300,11700,14600,10400,13800,71900,4475.80265654649,5110.46985446985,5889.65464895636,5588.78666666667,2558.52150537634,2085.83148148148,2134.53225806452,1871.34050179211,1565.53703703704,1113.12365591398,1875.96470588235,4388.65779467681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,786,100,0,0,0
"19",19,2374500,99999,83.4,92.4,96,56,39,39,33,34,37,38,44,73.8,2710,2710,8490,2940,2560,2090,3270,2250,5020,4850,2210,7260,334.746505376344,378.860029498525,408.293010752688,327.603611111111,208.275672043011,194.759722222222,200.2875,162.975268817204,168.602222222222,163.252419354839,207.257536231884,310.782748948107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,110,100,0,0,9
"20",20,2374700,99999,181,232,229,141,106,91,84,79,92.4,86,90,144,7060,5280,12200,5990,8060,3470,6710,2150,5370,2690,4620,25800,817.146110056926,944.264033264033,925.932457786116,886.82037037037,504,441.905555555556,428.544802867384,375.248207885305,365.662037037037,296.870967741935,449.429411764706,886.834914611006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,205.25,100,0,0,0
"21",21,2374745,99999,58.4,81,81.5,32.3,14,10,14,13.2,17.8,11,11,41.6,3060,2710,6740,3340,4030,1910,4890,1090,2810,1310,2380,15200,350.114990512334,403.671725571726,412.697632058288,349.808148148148,201.728136200717,168.97,173.958960573477,139.222401433692,152.509074074074,115.078673835125,189.862156862745,374.437760910816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,58.8,100,0,0,0
"22",22,2374950,99999,86.7,128,131,77,49.4,46.7,44.1,37.2,38.4,46,47,77.7,4290,3210,6730,2900,5730,2190,2750,2030,5420,1220,1600,9490,364.261088709677,419.172566371681,422.532258064516,381.797916666667,283.513690476191,209.696666666667,219.997722960152,173.118595825427,209.574117647059,144.203225806452,199.275,396.804032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,102,100,0,0,0
"23",23,2377570,99999,111,111,98.6,95,80.9,82,80,78,80,70,69,108,9200,4450,12200,14000,12700,3760,14500,4370,42000,17200,5160,6080,499.720897615708,457.729230769231,562.325245441795,550.369420289855,380.127349228611,345.478695652174,453.648948106592,364.595371669004,469.322173913043,293.143758765778,343.54696969697,416.631964809384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,161,100,0,0,14
"24",24,2378170,99999,5.1,3.76,4.24,3.37,3.77,3.86,3.44,3.5,4.51,2.67,3.61,3.61,52.7,159,300,1540,74.3,103,293,211,93.9,52.8,220,145,9.01150537634409,12.3354901960784,13.7624731182796,19.8565185185185,8.79817204301075,9.05985185185185,12.097311827957,12.1317921146953,9.55144444444444,7.31232974910394,8.63029166666667,10.3792727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,6.02,100,0,0,0
"25",25,2378300,99999,12.4,12,12,11,10.5,8.54,8.89,10,11,10.1,12,12,358,513,1380,6960,449,718,2180,651,2070,669,660,548,32.3434535104364,41.4365904365904,40.6013282732448,75.6678431372549,29.2597722960152,35.3742156862745,45.3719888475836,38.9562724014337,38.0561111111111,25.4913978494624,27.8592156862745,35.5271347248577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.3,100,0,0,0
"26",26,2378500,99999,48.2,47,45.9,41.3,35.2,34.8,36.5,36,38.4,38.1,40,43.4,1800,1050,3920,10000,1480,1010,11900,708,5620,4900,1220,1340,113.359467040673,107.637692307692,133.859607293128,154.203913043478,96.9631136044881,96.2318181818182,134.075315568022,101.962833099579,119.193913043478,91.6333800841515,95.0386363636364,100.431085043988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,61,100,0,0,10
"27",27,2398300,99999,111,227,205,187,115,105,108,78.6,75.2,68.5,81.8,105,10800,8410,11400,7370,9860,2250,4660,913,10500,7120,8600,12700,994.368279569892,1012.46755162242,1157.16935483871,843.151388888889,617.834677419355,291.001388888889,286.641129032258,201.922849462366,254.322114047288,274.004435483871,421.555652173913,812.075736325386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,171,100,0,0,20
"28",28,2398950,99999,14,28.8,22,16.9,1.8,0.13,0.14,0.05,0.01,0.02,0.15,2.6,2100,1630,1870,1880,2520,212,772,170,4120,879,2180,1270,152.32963800905,142.196962025316,141.96797235023,116.138333333333,87.5869815668203,17.3868571428571,19.8224193548387,4.87421658986175,43.9479047619048,24.1585806451613,66.0775777777778,123.330967741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3.12,100,0,0,0
"29",29,2399200,99999,43,107,69,29,5.44,2.26,1,0.51,0.07,0,0.63,9,10600,10100,10200,8130,12500,2450,3420,790,20900,15600,12300,11200,840.92876344086,767.871681415929,823.15752688172,577.828194444444,346.785860215054,110.214527777778,120.215215053763,42.4974193548387,146.801388888889,171.67685483871,338.018014492754,691.356802244039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,21,100,0,0,16
