"","Number","USGS_ID","COM_ID","Min_Dis_Jan","Min_Dis_Feb","Min_Dis_Mar","Min_Dis_Apr","Min_Dis_May","Min_Dis_Jun","Min_Dis_Jul","Min_Dis_Aug","Min_Dis_Sep","Min_Dis_Oct","Min_Dis_Nov","Min_Dis_Dec","Max_Dis_Jan","Max_Dis_Feb","Max_Dis_Mar","Max_Dis_Apr","Max_Dis_May","Max_Dis_Jun","Max_Dis_Jul","Max_Dis_Aug","Max_Dis_Sep","Max_Dis_Oct","Max_Dis_Nov","Max_Dis_Dec","Ave_Dis_Jan","Ave_Dis_Feb","Ave_Dis_Mar","Ave_Dis_Apr","Ave_Dis_May","Ave_Dis_Jun","Ave_Dis_Jul","Ave_Dis_Aug","Ave_Dis_Sep","Ave_Dis_Oct","Ave_Dis_Nov","Ave_Dis_Dec","Min_Temp_Jan","Min_Temp_Feb","Min_Temp_Mar","Min_Temp_Apr","Min_Temp_May","Min_Temp_Jun","Min_Temp_Jul","Min_Temp_Aug","Min_Temp_Sep","Min_Temp_Oct","Min_Temp_Nov","Min_Temp_Dec","Max_Temp_Jan","Max_Temp_Feb","Max_Temp_Mar","Max_Temp_Apr","Max_Temp_May","Max_Temp_Jun","Max_Temp_Jul","Max_Temp_Aug","Max_Temp_Sep","Max_Temp_Oct","Max_Temp_Nov","Max_Temp_Dec","Ave_Temp_Jan","Ave_Temp_Feb","Ave_Temp_Mar","Ave_Temp_Apr","Ave_Temp_May","Ave_Temp_Jun","Ave_Temp_Jul","Ave_Temp_Aug","Ave_Temp_Sep","Ave_Temp_Oct","Ave_Temp_Nov","Ave_Temp_Dec","Min_Do_Jan","Min_Do_Feb","Min_Do_Mar","Min_Do_Apr","Min_Do_May","Min_Do_Jun","Min_Do_Jul","Min_Do_Aug","Min_Do_Sep","Min_Do_Oct","Min_Do_Nov","Min_Do_Dec","Max_Do_Jan","Max_Do_Feb","Max_Do_Mar","Max_Do_Apr","Max_Do_May","Max_Do_Jun","Max_Do_Jul","Max_Do_Aug","Max_Do_Sep","Max_Do_Oct","Max_Do_Nov","Max_Do_Dec","Ave_Do_Jan","Ave_Do_Feb","Ave_Do_Mar","Ave_Do_Apr","Ave_Do_May","Ave_Do_Jun","Ave_Do_Jul","Ave_Do_Aug","Ave_Do_Sep","Ave_Do_Oct","Ave_Do_Nov","Ave_Do_Dec","Base_Dis_5%","Base_Dis_25%","Dis_Avail_Data_%","Temp_Avail_Data_%","DO_Avail_Data_%","HDI"
"30",30,2400100,99999,80.4,102,150,98.3,69.5,55.1,51.7,48,44.8,50.3,48.3,51.7,7500,6280,9000,4140,4450,1640,2970,745,2260,12000,6110,5290,561.730376344086,624.169616519174,702.969086021505,525.879583333333,339.098924731183,209.864305555556,194.804435483871,140.442204301075,139.241944444444,187.833333333333,272.119420289855,405.983450210379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,110,100,0,0,23
"31",31,2400500,99999,80.4,102,150,98.3,69.5,55.1,51.7,48,44.8,50.3,48.3,51.7,7500,6280,9000,4140,4450,1640,2970,745,2260,12000,6110,5290,561.730376344086,624.169616519174,702.969086021505,525.879583333333,339.098924731183,209.864305555556,194.804435483871,140.442204301075,139.241944444444,187.833333333333,272.119420289855,405.983450210379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,110,100,0,0,33
"32",32,2400680,99999,16.5,22.2,22.1,21.5,11.3,8.41,9.14,7.9,7.83,7.5,7.94,8.94,2070,2010,2200,2080,1830,337,376,331,1970,1080,1620,1960,130.095852534562,131.992929292929,123.090322580645,110.203333333333,87.5645161290323,31.4484047619048,34.4165668202765,24.2329262672811,40.4927142857143,32.3236129032258,57.2478571428571,126.212557603687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.924,18.3,100,0,0,0
"33",33,2401000,99999,48.6,102,88.2,77.4,50.2,38.5,46.7,34.3,32.2,31.1,28.8,28.9,7170,5670,5170,4190,7130,2300,1570,1270,6270,6270,7340,6930,480.438172043011,497.877581120944,543.835080645161,424.206666666667,315.829301075269,161.40625,153.716397849462,98.710752688172,130.160555555556,138.186424731183,199.094637681159,362.855399719495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7,82,100,0,0,17
"34",34,2401390,99999,16.5,53,53.9,31.6,15.1,10,11.3,7.76,8.09,6.9,8.58,15,8580,5540,7730,6960,7420,5850,3770,3150,7810,8110,11200,6300,449.820564516129,447.044985250737,525.109139784946,366.780277777778,225.267876344086,156.730416666667,102.012231182796,62.1286290322581,111.383069444444,112.164260752688,193.707739130435,310.71079943899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,33,100,0,0,14
"35",35,2403310,99999,16.5,53,53.9,31.6,15.1,10,11.3,7.76,8.09,6.9,8.58,15,8580,5540,7730,6960,7420,5850,3770,3150,7810,8110,11200,6300,449.820564516129,447.044985250737,525.109139784946,366.780277777778,225.267876344086,156.730416666667,102.012231182796,62.1286290322581,111.383069444444,112.164260752688,193.707739130435,310.71079943899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,33,100,0,0,0
"36",36,2403500,99999,42,42,49,49,50,48,46,44,43,42,41,42,60,62,64,61,59,57,53,55,52,51,52,54,49.6693548387097,53.3805309734513,55.9677419354839,55.8833333333333,55.0645161290323,51.5833333333333,49.5241935483871,48.5483870967742,46.675,46.1397849462366,46.1777777777778,47.1612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,47,100,0,0,6
"37",37,2404000,99999,42,42,49,49,50,48,46,44,43,42,41,42,60,62,64,61,59,57,53,55,52,51,52,54,49.6693548387097,53.3805309734513,55.9677419354839,55.8833333333333,55.0645161290323,51.5833333333333,49.5241935483871,48.5483870967742,46.675,46.1397849462366,46.1777777777778,47.1612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,47,100,0,0,28
"38",38,2404400,99999,154,283,316,219,141,118,117,82.2,83.3,79.1,90.4,111,12200,11200,13900,9660,23300,7800,6120,3940,5730,14800,10600,13400,1005.70741758242,1257.03511450382,1457.46368715084,1103.27450980392,851.100806451613,518.611111111111,466.692204301075,314.754435483871,286.018611111111,334.651209677419,499.333768115942,769.338483146067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,244,100,0,0,24
"39",39,2405500,99999,8.91,59.9,70.6,23.6,7.97,5.5,2.9,3.4,2.6,1.7,3.9,6.73,8250,6100,9560,10000,8960,5460,5160,2990,11000,7000,8080,8050,612.742384823848,637.461946902655,693.826209677419,495.18125,266.086169354839,179.796559888579,112.968402203857,67.2448493150685,117.992694524496,113.181321525886,244.180463768116,438.730702247191,1.4,3.3,7.8,12.2,14.3,21.8,21.6,21.2,19.6,10.5,6.1,3.5,14,15.1,19.7,22.3,25.8,27.9,29.4,29.2,27.2,22.2,20.5,17.8,7.72692307692308,9.41015228426396,13.9821596244131,17.4238095238095,20.9990783410138,25.1402912621359,26.3149193548387,25.8931818181818,23.3992424242424,17.7848739495798,12.1364806866953,9.95428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,22,99.4009216589862,31.9009216589862,0,23
"40",40,2406500,99999,54.9,75,102,87.6,51.3,43.7,41.5,36.5,33.7,32.6,34,36.6,5430,6700,6590,7860,10600,3010,3160,772,4450,5610,6370,6710,308.518413978495,401.67389380531,440.845430107527,364.009722222222,271.929166666667,170.417361111111,145.895295698925,105.117204301075,94.4304166666667,106.285483870968,159.774347826087,256.171248246844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,85,100,0,0,26
"41",41,2407000,99999,2130,2350,3400,2330,1920,1330,1120,1310,-160,487,1830,2070,61600,45200,40000,76700,74300,24900,44700,25800,19800,15500,34200,58800,21539.7419354839,18640.4929577465,15264.1935483871,14790.0666666667,12067.4193548387,6064.27631578947,6295.2688172043,4634.94623655914,4311.33888888889,4406,7018.06666666667,18673.6774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,3290,100,0,0,31
"42",42,2407514,99999,8.08,44.8,33.7,13.1,2.57,1.33,0.87,0.33,0.3,0.28,1.51,6.52,3550,3130,9000,7840,2310,646,1810,3890,1680,1740,5030,5090,405.938944281525,448.393569131833,479.067741935484,327.901212121212,185.346920821114,41.0429090909091,35.5079472140762,101.325307917889,60.6167781155015,62.28,126.559363636364,378.070439882698,0,1.1,6.3,11.4,16.1,20,21.5,19.6,15.9,9.2,3.3,2.1,14.8,15.7,19.6,20.8,25.6,28.1,29,29.1,27,21.7,20.2,17.7,7.1616935483871,8.69336283185841,13.2477366255144,17.0642458100559,20.3738461538462,24.5256880733945,25.8082089552239,25.1304659498208,22.4569288389513,16.589928057554,10.80875,9.10120967741936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.137,9.065,100,71.3685770750988,0,0
"43",43,2408500,99999,8.08,44.8,33.7,13.1,2.57,1.33,0.87,0.33,0.3,0.28,1.51,6.52,3550,3130,9000,7840,2310,646,1810,3890,1680,1740,5030,5090,405.938944281525,448.393569131833,479.067741935484,327.901212121212,185.346920821114,41.0429090909091,35.5079472140762,101.325307917889,60.6167781155015,62.28,126.559363636364,378.070439882698,0,1.1,6.3,11.4,16.1,20,21.5,19.6,15.9,9.2,3.3,2.1,14.8,15.7,19.6,20.8,25.6,28.1,29,29.1,27,21.7,20.2,17.7,7.1616935483871,8.69336283185841,13.2477366255144,17.0642458100559,20.3738461538462,24.5256880733945,25.8082089552239,25.1304659498208,22.4569288389513,16.589928057554,10.80875,9.10120967741936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.137,9.065,100,71.3685770750988,0,9
"44",44,2408540,99999,75.3,116,115,83.7,38.4,15.2,6.6,3.17,3.68,5.14,9.6,30,9340,7510,11800,9250,8150,4760,5930,6680,12100,19500,7730,6540,549.651209677419,693.969026548673,779.733870967742,590.728472222222,358.309543010753,256.565138888889,210.325268817204,146.069892473118,152.051263888889,156.210739247312,258.721666666667,458.294109396914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,86,100,0,0,9
"45",45,2410000,99999,75.3,116,115,83.7,38.4,15.2,6.6,3.17,3.68,5.14,9.6,30,9340,7510,11800,9250,8150,4760,5930,6680,12100,19500,7730,6540,549.651209677419,693.969026548673,779.733870967742,590.728472222222,358.309543010753,256.565138888889,210.325268817204,146.069892473118,152.051263888889,156.210739247312,258.721666666667,458.294109396914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.62,86,100,0,0,6
"46",46,2411000,99999,1590,2010,2140,3280,2760,2170,2020,2050,1450,1580,1290,1540,133000,130000,146000,145000,122000,61100,83400,45000,66800,149000,114000,102000,21435.5760368664,24094.13153457,27602.7342549923,19294.4126984127,14622.1966205837,8772.7619047619,8727.06605222734,6129.26267281106,6618.55325914149,8363.58064516129,11720.45,16685.8064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,4260,100,0,0,26
"47",47,2412000,99999,89.3,171,246,148,60.5,19.7,15.7,8.85,5.94,0.54,9.32,31.9,8610,7800,10800,6760,11700,2900,6600,2760,5160,11900,6980,8790,796.234677419355,965.035398230089,1091.90456989247,825.625,573.402956989247,335.905277777778,373.596102150538,202.006586021505,190.63525,241.801680107527,417.883782608696,648.850210378682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.42,144,100,0,0,16
"48",48,2413300,99999,112,184,230,147,58.4,23.7,16.4,3.79,3.31,5.6,14.9,36.4,7130,6820,9510,7340,10700,4630,5740,1350,6280,9830,5370,7910,743.013440860215,950.032448377581,1067.66397849462,780.4125,522.973924731183,330.834444444444,359.763709677419,188.9703125,221.4056545961,242.691104972376,414.689855072464,610.89270687237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.97,135,100,0,0,22
"49",49,2414500,99999,137,145,182,155,118,94,92,96,74,89,100,120,22400,23700,28700,19400,103000,13500,26000,6930,9680,26900,18500,20400,3406.5873655914,4233.05014749263,4732.65053763441,2726.23055555556,2603.15591397849,1705.55694444444,1859.7997311828,1169.16666666667,981.516111111111,1409.32795698925,2154.43188405797,2826.89060308555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,523,100,0,0,22
"50",50,2414715,99999,317,506,696,383,262,180,191,123,109,112,131,158,28800,34000,38100,31900,108000,20400,56500,7360,12700,42000,29900,25100,4118.56182795699,5121.87610619469,5892.051212938,3783.15449438202,3252.36657681941,2123.7125,2258.73252688172,1394.21370967742,1157.01527777778,1644.17204301075,2563.16811594203,3475.16129032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,767,100,0,0,22
"51",51,2415000,99999,49,74.9,100,80,24.8,9.5,5.7,2.1,3.66,2.96,7.57,20,7680,6480,8540,7090,12900,3530,5150,2470,4160,10400,5190,4620,399.51438172043,520.234513274336,593.817204301075,433.966666666667,289.556586021505,190.160972222222,171.410752688172,98.1679704301075,95.8807402234637,103.98350473613,192.970405797101,329.126825842697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,63.1,99.8965992647059,0,0,11
"52",52,2418230,99999,16.8,16.9,26,27.5,11.8,7.18,6.21,5.12,3.7,2.47,5.81,6.78,1950,1930,4210,3080,1710,1140,3440,915,1460,773,2770,6530,90.8715370018975,136.701247401247,185.271347248577,148.032352941176,68.3749525616698,55.0471764705882,62.4444022770398,43.7689563567362,31.8696470588235,30.6271726755218,59.6898605577689,119.651347248577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4705,19,100,0,0,0
"53",53,2418500,99999,365,387,390,241,281,810,536,175,448,80,356,368,18300,25600,40800,51200,94000,26100,68900,11400,18300,36200,23400,19000,5303.30721966206,5879.39123102867,6042.45622119816,3937.96825396825,3895.86482334869,3106.58095238095,3545.49155145929,2500.82795698925,2480.79968203498,3223.97419354839,4546.74,5205.16774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,1370,100,0,0,28
"54",54,2418760,99999,4.37,6.1,9.6,7.82,1.19,0.6,0.6,0.2,0.15,0.33,0.6,0.79,931,1710,2340,2040,974,521,2740,3830,831,347,1810,2470,51.1126267281106,86.2076262626263,94.3354838709677,87.6648333333333,44.1312211981567,39.6002619047619,44.3192165898618,38.4148717948718,18.9600476190476,16.7326419213974,29.0489285714286,69.4722119815668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,9.18,100,0,0,0
"55",55,2419000,99999,18.1,62.5,91.5,54.7,13.6,7.97,6.5,6.96,8.1,6.9,10.8,19,7490,8290,18400,11600,4070,2680,19700,5450,2400,5680,12100,18100,458.005376344086,693.572123893805,867.897177419355,572.431944444444,197.374327956989,156.600347222222,248.172123655914,104.127688172043,60.8805,100.219717741935,170.756956521739,467.104207573633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,40,100,0,0,17
"56",56,2419890,99999,606,951,926,522,403,1050,547,346,570,256,485,510,56700,47600,82000,72100,70500,29200,69200,17600,22600,56300,48300,75400,8337.82181259601,9107.15151515152,9745.79569892473,7273.61746031746,5181.18433179724,3888.68253968254,4033.60675883257,2784.15975422427,2645.54299363057,3386.72140762463,5448.32222222222,7774.40706605223,5.7,7,8.6,13.3,14.8,17.2,19.7,22.2,21,15.2,11.9,6.9,16.1,17,22.1,26,27.3,29,30.9,31.9,28.4,26.2,20.8,18.5,10.639762611276,10.8726688102894,14.7929618768328,17.9449230769231,21.0415151515152,24.4455479452055,26.1937869822485,26.9494594594595,24.8774928774929,20.6592286501377,16.082298136646,12.7872403560831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,1700,99.9740327187743,52.1552843417294,0,0
"57",57,2420000,99999,2370,4270,3490,3270,3690,2270,2700,2720,2670,1620,1320,1580,133000,107000,129000,147000,149000,77100,127000,70200,82000,94200,119000,169000,30328.688172043,31506.5801886792,31729.0322580645,26891.5111111111,22478.3440860215,12282.9555555556,13557.1058315335,9694.45161290323,9956.37777777778,10631.8864097363,18635.3777777778,30260.7543103448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.5,6620,100,0,0,30
"58",58,2421000,99999,5.73,15.1,30.2,7.43,0.85,0.28,0.15,0.02,0.09,0.02,0.14,0.28,7360,12600,23600,16500,4860,3520,19900,8960,9030,6860,9400,18900,460.95814516129,738.673451327434,861.188037634409,468.117902777778,152.037782258065,114.433597222222,192.053655913979,112.464045698925,80.4175972222222,70.2539919354839,166.999768115942,448.229957924264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,8.54,100,0,0,16
"59",59,2422000,99999,5.73,15.1,30.2,7.43,0.85,0.28,0.15,0.02,0.09,0.02,0.14,0.28,7360,12600,23600,16500,4860,3520,19900,8960,9030,6860,9400,18900,460.95814516129,738.673451327434,861.188037634409,468.117902777778,152.037782258065,114.433597222222,192.053655913979,112.464045698925,80.4175972222222,70.2539919354839,166.999768115942,448.229957924264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,8.54,100,0,0,12
