"","Number","USGS_ID","COM_ID","Min_Dis_Jan","Min_Dis_Feb","Min_Dis_Mar","Min_Dis_Apr","Min_Dis_May","Min_Dis_Jun","Min_Dis_Jul","Min_Dis_Aug","Min_Dis_Sep","Min_Dis_Oct","Min_Dis_Nov","Min_Dis_Dec","Max_Dis_Jan","Max_Dis_Feb","Max_Dis_Mar","Max_Dis_Apr","Max_Dis_May","Max_Dis_Jun","Max_Dis_Jul","Max_Dis_Aug","Max_Dis_Sep","Max_Dis_Oct","Max_Dis_Nov","Max_Dis_Dec","Ave_Dis_Jan","Ave_Dis_Feb","Ave_Dis_Mar","Ave_Dis_Apr","Ave_Dis_May","Ave_Dis_Jun","Ave_Dis_Jul","Ave_Dis_Aug","Ave_Dis_Sep","Ave_Dis_Oct","Ave_Dis_Nov","Ave_Dis_Dec","Min_Temp_Jan","Min_Temp_Feb","Min_Temp_Mar","Min_Temp_Apr","Min_Temp_May","Min_Temp_Jun","Min_Temp_Jul","Min_Temp_Aug","Min_Temp_Sep","Min_Temp_Oct","Min_Temp_Nov","Min_Temp_Dec","Max_Temp_Jan","Max_Temp_Feb","Max_Temp_Mar","Max_Temp_Apr","Max_Temp_May","Max_Temp_Jun","Max_Temp_Jul","Max_Temp_Aug","Max_Temp_Sep","Max_Temp_Oct","Max_Temp_Nov","Max_Temp_Dec","Ave_Temp_Jan","Ave_Temp_Feb","Ave_Temp_Mar","Ave_Temp_Apr","Ave_Temp_May","Ave_Temp_Jun","Ave_Temp_Jul","Ave_Temp_Aug","Ave_Temp_Sep","Ave_Temp_Oct","Ave_Temp_Nov","Ave_Temp_Dec","Min_Do_Jan","Min_Do_Feb","Min_Do_Mar","Min_Do_Apr","Min_Do_May","Min_Do_Jun","Min_Do_Jul","Min_Do_Aug","Min_Do_Sep","Min_Do_Oct","Min_Do_Nov","Min_Do_Dec","Max_Do_Jan","Max_Do_Feb","Max_Do_Mar","Max_Do_Apr","Max_Do_May","Max_Do_Jun","Max_Do_Jul","Max_Do_Aug","Max_Do_Sep","Max_Do_Oct","Max_Do_Nov","Max_Do_Dec","Ave_Do_Jan","Ave_Do_Feb","Ave_Do_Mar","Ave_Do_Apr","Ave_Do_May","Ave_Do_Jun","Ave_Do_Jul","Ave_Do_Aug","Ave_Do_Sep","Ave_Do_Oct","Ave_Do_Nov","Ave_Do_Dec","Base_Dis_5%","Base_Dis_25%","Dis_Avail_Data_%","Temp_Avail_Data_%","DO_Avail_Data_%","HDI"
"90",90,2448900,99999,0.78,3.4,3.3,1.2,0,0,0,0,0,0,0,0,16000,12800,11600,10000,3000,5170,4230,1680,4580,4400,3890,5370,434.283400537634,510.153126843658,496.809247311828,336.174597222222,83.8277956989247,74.539,63.7564112903226,24.5588440860215,40.0070555555556,54.4606989247312,96.0289710144928,260.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1.46,100,0,0,0
"91",91,2449000,99999,0.78,3.4,3.3,1.2,0,0,0,0,0,0,0,0,16000,12800,11600,10000,3000,5170,4230,1680,4580,4400,3890,5370,434.283400537634,510.153126843658,496.809247311828,336.174597222222,83.8277956989247,74.539,63.7564112903226,24.5588440860215,40.0070555555556,54.4606989247312,96.0289710144928,260.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1.46,100,0,0,21
"92",92,2449245,99999,15,19,19,11,2.6,0.65,0.05,0.06,0.03,0.06,1.2,6.6,2000,1460,2030,1090,370,363,2670,136,40,386,642,305,142.625806451613,150.503546099291,135.61935483871,76.46,21.2870967741935,14.4416666666667,43.7423870967742,9.30587096774194,3.15653333333333,10.6453225806452,26.1275,42.2241935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,3.7,100,0,0,16
"93",93,2449882,99999,0.72,2.1,2.9,2.72,0.79,0.45,0.2,0,0,0,0,0,1090,784,944,698,1020,911,152,414,583,665,228,859,34.094623655914,33.2190412979351,36.665752688172,28.4724722222222,17.5458602150538,10.0919305555556,5.53907258064516,3.48620967741935,6.94155555555556,6.66434119278779,8.37460869565217,21.2789761570827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,1.8,99.9769691386458,0,0,0
"94",94,2450000,99999,21.8,184,134,59.7,23.4,16.5,13.7,9.75,10.9,10.6,11.5,16.5,26300,29900,25100,15000,22900,15900,3190,5890,10700,11700,11500,16400,1394.34008264463,1275.49460708783,1342.88499298738,984.706231884058,627.522300140252,331.19884057971,170.149929873773,102.839761570827,185.635362318841,244.808415147265,404.262463768116,932.319549929677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,60,100,0,0,27
"95",95,2450180,99999,29.6,253,173,72.8,26.4,16.5,16.9,14,13.4,11.6,14.2,21,38400,23800,26800,22400,16300,12100,4220,6810,17700,14600,10000,39200,1754.71465053763,1618.79056047198,1685.72849462366,1269.78583333333,750.712768817204,393.274305555556,215.542741935484,124.177553763441,237.148472222222,289.118279569892,491.695362318841,1244.95469845722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,75.2,100,0,0,25
"96",96,2450250,99999,10,28,32,19.8,6.7,3.15,1.94,0.66,0.63,0.56,1.8,4.3,8270,7500,4330,4420,6090,3770,3200,956,2690,3520,4100,7480,318.625134408602,318.451032448378,316.363575268817,240.775972222222,152.825,91.7395833333333,45.8360215053763,19.3012768817204,42.60625,52.6550940860215,85.1967826086957,260.34476858345,0,1.1,6.1,10.1,12.5,18.8,18.5,20.4,15.6,8.6,3.6,4.6,14.2,13,15.6,19.8,24.5,27.2,27.7,26.7,25.3,20.7,18.3,16.2,6.65645161290323,7.46194690265487,10.8975806451613,14.8768115942029,18.9064516129032,23.544,24.5696774193548,23.6948387096774,21.604,15.7509677419355,9.485,9.51129032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.762,13,100,19.1039632395175,0,7
"97",97,2450825,99999,36,63,58.2,52.3,20.3,11.7,11,9,8.9,8.18,18.1,19.7,9830,6260,4550,7270,7200,2230,2780,1150,1310,3530,2860,9180,351.395371669004,325.082615384615,306.116690042076,274.580724637681,208.219635343619,129.82,96.0610098176718,61.928190743338,74.9621739130435,95.2268010752688,128.052898550725,288.91556802244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,47.2,100,0,0,0
"98",98,2453000,99999,25.7,94,71.3,60.4,22,5.29,7.07,1.91,3,3.3,6.5,16.3,5390,4760,5860,6010,4500,2700,2280,950,2800,3030,1940,5570,632.717069892473,597.126843657817,638.752419354839,504.806944444444,333.812634408602,200.132152777778,135.352728494624,68.3960215053763,113.725319444444,131.347983870968,201.777956521739,491.296072931276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,47,100,0,0,15
"99",99,2454055,99999,8.13,53.3,47.8,41.6,15.7,7.95,7.9,5.48,3.6,3.32,4.88,5,8310,7650,9170,6400,5750,3770,1370,969,5430,3360,2550,5780,520.146653225806,489.994395280236,535.799865591398,388.368194444444,273.81814516129,149.451027777778,93.0701612903226,59.4725806451613,99.2080972222222,105.75435483871,153.862579710145,360.227699859748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,36.8,100,0,0,0
"100",100,2455000,99999,24,77.6,41.3,25.8,19,11.7,5.6,5.4,3.41,2.13,5.74,13,16700,8830,9050,11500,12800,6030,2300,6160,9780,13400,12000,18000,970.035215053763,961.287020648968,1028.87930107527,781.136944444444,460.765322580645,248.804444444444,148.309677419355,107.125510752688,168.701958333333,215.644401076716,336.130347826087,718.781767180926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,42,100,0,0,26
"101",101,2455185,99999,3.4,13,25.8,9.85,1.27,0.82,0.5,0.4,0.46,0.12,0.59,1.2,3040,1750,1840,1850,686,822,435,584,1960,562,861,2380,126.818006430868,127.399678456592,128.769206349206,103.9175,47.3374516129032,26.6871333333333,11.9814193548387,11.7669032258065,31.4575328947368,15.5250439882698,27.4873,97.3621935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,4,100,0,0,0
"102",102,2455500,99999,317,600,400,203,100,56,35,27,19,29,53,67,21000,12400,13600,8880,20300,12900,4960,646,4480,21600,6590,7130,2629.56129032258,1929.10638297872,2404.2,1202.94666666667,740.735483870968,877.06,412.877419354839,168.490322580645,244.993288590604,841.467741935484,737.091666666667,1223.20967741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,155,100,0,0,20
"103",103,2455900,99999,75.1,359,358,272,150,65.1,35.4,19.6,19.2,15.3,15.2,38.2,39800,16100,18800,11600,26000,4020,4360,4790,20300,7670,29300,9290,1592.46200716846,1891.01181102362,2387.12903225806,1655.06666666667,1615.79569892473,467.386296296296,377.091039426523,177.006093189964,563.647407407407,445.05,990.044333333333,1414.5635483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.84,126,100,0,0,0
"104",104,2455980,99999,8.88,12.2,17.2,11.6,9.59,7.3,6.93,5.83,7.13,6.16,6.4,6.85,1740,2230,2200,1890,2610,1360,781,1020,1580,1320,1820,1670,70.8624462365591,73.8458702064897,92.9166666666667,70.9322222222222,59.3691666666667,38.4583611111111,34.6054166666667,28.2914784946237,32.4272361111111,26.2759946236559,35.3929420289855,48.7167040673212,3.8,5.7,5.6,11.6,14.5,17.8,19.6,19.3,16.1,10.1,7.1,4.7,16.4,17.2,19.9,20.8,23.3,24.9,25.4,26.5,24.2,22.2,19.9,18.2,10.5184032476319,11.5317507418398,14.251040221914,16.9994421199442,19.5090909090909,22.0118421052632,23.1629032258065,23.0016393442623,21.0136812411848,17.1208450704225,13.2714503816794,11.184110787172,6.7,7.1,7.7,6.4,4.7,6.6,6,6.1,5.6,4.6,6.1,7.7,14.9,15.6,14,12,14.1,11.5,10.4,11.1,10.7,13.6,12.7,13.9,10.924297752809,10.6397798742138,10.0052325581395,9.29873617693523,8.80745614035088,8.43374233128834,8.1741641337386,8.15240174672489,8.4411856474259,9.11122913505311,9.78915857605178,10.7153968253968,10.7,18,100,97.6105686387134,90.7294658242389,0
"105",105,2456000,99999,21.7,37.6,50.7,46.2,33.1,22.5,18.4,14.3,14.6,10.3,7.89,11.4,4510,6930,3950,1330,4870,848,1520,1200,3690,1550,6070,2730,150.696370967742,257.690265486726,271.549242424242,163.901851851852,205.75376344086,79.5292592592593,78.7336917562724,45.9344086021505,103.10962962963,66.7221453287197,133.753777777778,143.615053763441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,32.1,100,0,0,22
"106",106,2456500,99999,94.9,350,346,216,78.2,46.9,40,24.1,33,23.7,32.8,43.6,39000,27300,24400,31400,31500,16900,6600,8640,24500,24000,32800,35900,2710.59932795699,2654.31710914454,3034.43413978495,2264.64166666667,1380.50309139785,766.500694444444,487.004166666667,303.225,533.090694444444,529.781182795699,909.752173913044,1819.92244039271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.72,170,100,0,0,24
"107",107,2457000,99999,6.11,9.48,8.78,6.69,5.24,4.05,4.17,3.37,3.8,3.2,3.4,5.1,1210,1120,1020,1340,3980,761,780,604,1330,546,1020,1250,43.6775806451613,50.591592920354,57.6624838709677,51.2211833333333,43.146267496112,29.7564603174603,31.8262211981567,22.4240092165899,26.0286666666667,16.5264362519201,26.2112666666667,35.4302580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,10.6,100,0,0,18
"108",108,2457595,99999,16.2,31.8,27,19.7,15.7,14.3,14.2,13.6,13.5,12.1,12.8,14,3710,4860,4250,4040,6600,1570,1590,1110,3060,2960,3270,2170,138.15752688172,141.993362831858,173.440053763441,130.484166666667,96.9353494623656,62.9115277777778,66.6673387096774,46.1899193548387,62.9569444444444,52.941935483871,71.3731884057971,101.321879382889,1.8,4.8,3.7,12.1,14.1,17.8,22,21.7,16.7,8.8,4.8,2.5,16.8,17.2,21.5,23.4,26.8,28.8,29.5,30.2,27.7,24.3,21.7,19.2,9.48708333333333,10.8719033232628,14.335989010989,17.8532934131737,21.274861878453,24.6675362318841,26.1520408163265,25.9409153952843,23.2176136363636,18.0460382513661,13.1748169838946,10.2521306818182,5.7,6.6,4.7,5.3,4.7,4.5,4.7,4.1,4.6,5,5.5,6.1,15.4,16.8,13.1,13.5,13.4,12.8,10.8,10.7,10.8,12.7,15.8,16.4,11.3211505922166,10.9566308243728,10.0229641693811,9.07552334943639,8.56518282988871,7.93678929765886,7.83087248322148,7.7795631825273,7.89336492890995,9.06211878009631,10.0695957820738,11.0017211703959,18.5,29,100,96.7489948305572,83.3314187248708,0
"109",109,2458300,99999,9,12,14,14.5,12,10.2,9.2,8.2,7.7,7.3,8.6,9.5,1970,1410,1510,2060,1960,1630,1090,681,2620,1680,1270,1500,72.766275659824,71.0455716586151,84.0046920821114,68.8892424242424,53.4870967741935,46.8586363636364,49.9085362318841,37.5211781206171,44.0448695652174,34.6832538569425,46.5279848484848,59.4604105571848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.2,100,0,0,0
"110",110,2458450,99999,13,15,21,15.7,11.4,9.38,9.72,9.8,9.4,8.24,9.3,12,3040,2570,2500,2480,1800,2030,1550,843,2620,2850,1620,1450,99.4672043010753,97.1672566371681,110.130241935484,90.0956944444444,73.7282258064516,64.7068472222222,68.7613172043011,50.4573924731183,63.66625,51.1574865591398,63.5665217391304,77.9224403927069,3.4,4.8,4.5,12.3,14.5,19.4,22.4,22.2,3.8,11.1,7.6,3.7,17.3,18.2,21.8,23.8,27,29.5,30,30.3,28,25.2,21.9,19.7,10.3972862957938,11.6364844903988,15.0388965517241,18.4584415584416,22.1314713896458,25.2506983240223,26.53891966759,26.269918699187,23.8392957746479,19.1550135501355,14.4174486803519,11.3558368495077,3.6,5.5,4.2,3.5,4.7,2.6,2.6,3.8,4,4.1,3,5.2,18.2,15.2,14,11.7,11.6,13,11,11.4,11.9,12.5,12.8,19.6,10.3598715890851,10.4072180451128,9.51145833333333,8.60766823161189,8.19193798449612,7.56246376811594,7.47822822822823,7.46857562408223,7.81715160796325,8.48725637181409,9.08240131578947,10.3921140939597,16,25,100,98.5985066053992,89.6611143021252,24
"111",111,2458600,99999,37.3,47.4,52.7,30.6,28.8,33.7,27.5,23.6,17.8,23.4,23.5,28.1,3410,4380,2900,4120,2500,2190,2030,1290,3120,1870,2730,2690,194.501451612903,220.818407079646,230.799193548387,199.795666666667,151.833064516129,133.835573770492,131.795852534562,108.220737327189,131.744285714286,98.4837173579109,135.104666666667,176.828387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,73.5,100,0,0,0
"112",112,2461500,99999,40.7,43,48.7,33.7,28.7,27.1,23.1,25.9,21.5,15.3,24,30,3330,3570,2570,4630,2690,1450,1400,1320,4210,2580,2550,2070,159.595932678822,158.588461538462,173.313604488079,138.322463768116,112.739551192146,99.4582608695652,97.2586255259467,78.8182328190743,103.495507246377,81.1946704067321,104.72696969697,132.696041055718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,49.4,100,0,0,25
"113",113,2462000,99999,93.5,117,132,118,83,47.4,65,59,35,51,58,79,8000,8130,6650,7530,3230,2490,3920,1240,5490,5190,4320,4740,483.117876344086,488.772861356932,538.817204301075,408.630555555556,279.931989247312,212.680277777778,203.752688172043,160.372849462366,186.854027777778,168.171293800539,233.443043478261,345.041795231417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,120,100,0,0,30
"114",114,2462500,99999,0,0,0,0,0,0,0,0,0,0,0,0,124000,94800,135000,132000,73800,41200,28800,20700,83500,61100,67900,99500,12026.9721407625,11480.4637681159,13296.0615835777,9806.60606060606,6157.6715542522,3879.96825757576,3072.96048387097,2332.25813782991,3254.10151515152,2437.78202764977,3867.64384126984,7538.96328725038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1370,100,0,0,30
"115",115,2462951,99999,0,0,0,0,0,0,0,-19.9,-30.3,0,0,0,142000,142000,116000,128000,93400,51200,41200,24200,93700,64500,82100,74900,14143.3901689708,13322.6222596965,15138.5694864048,11404.0685358255,7545.99692780338,4410.02706349206,3429.44892473118,2324.10084194978,3182.82154545455,2773.69838709677,4340.0740131579,8868.21467741936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1530,100,0,0,28
"116",116,2464000,99999,14.2,91.7,57,32.7,5.33,1.99,1.5,1.2,1,1,1.6,4,15000,11100,11400,10600,8070,5780,4800,1600,9150,7080,4200,9530,721.377688172043,702.391592920354,753.99435483871,533.490555555556,271.330658602151,167.785666666667,131.259731182796,56.3895698924731,111.544361111111,119.183655913978,202.96631884058,464.446437587658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73,28.6,100,0,0,9
"117",117,2464146,99999,2.06,2.7,3.05,2.18,1.2,0.59,0.51,0.51,0.56,0.58,0.77,1.48,262,249,255,334,121,231,157,101,273,84,136,409,17.2982258064516,16.2228761061947,17.4604032258065,13.2677222222222,7.71783602150538,7.51436111111111,5.44248655913978,3.94825268817204,5.34230555555556,4.10737903225806,6.93815942028986,12.158316970547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.74,100,0,0,6
"118",118,2464360,99999,29,29,25,23.9,9.92,6.79,7.28,6.2,7,8.1,15,21.3,2430,3030,2130,2620,1060,999,1200,389,1050,2200,716,1720,149.141935483871,147.356194690265,144.356586021505,117.069444444444,62.9708602150538,52.8932638888889,49.2919086021505,32.6635887096774,41.5694444444444,43.8692607526882,66.8753623188406,101.667882187938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,26.4,100,0,0,8
"119",119,2464660,99999,6.63,6.05,8.6,3.89,2.25,1.28,1.24,1.08,1.21,1.42,1.56,4.35,707,1070,671,1220,154,162,120,105,438,182,253,771,46.64625,46.0623451327434,52.3279838709677,45.94375,15.9384677419355,9.00833333333333,8.65290322580645,8.36875,16.128375,11.4664516129032,15.8308474576271,42.2314516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,3.6,100,0,0,0
