,parm_cd,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,parameter_group_nm,parameter_nm,casrn,srsname,parameter_units
10266,10,USGS,11254000,SAN JOAQUIN R NR MENDOTA CA,ST,36.8105046,-120.3782256,S,NAD83,140.53,0.01,NGVD29,18040001,dv,1,9444,NA,wat,NA,1645597,0,1/24/2013,7/8/2017,1625,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10319,10,USGS,11313460,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,ST,38.05944444,-121.5572222,5,NAD83,NA,NA,NA,18040003,uv,NA,15439,NA,wat,NA,1645597,0,10/1/2010,7/8/2017,2472,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10351,10,USGS,11299997,STANISLAUS R BL TULLOCH PP NR KNIGHTS FERRY CA,ST,37.87603788,-120.6052025,F,NAD83,NA,NA,NA,18040010,uv,NA,15153,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10404,10,USGS,11381500,MILL C NR LOS MOLINOS CA,ST,40.0546022,-122.0241541,F,NAD83,385,17,NGVD29,18020103,dv,2,10286,NA,wat,NA,1645597,0,10/5/1998,7/8/2017,6820,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10515,10,USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,ST,34.57304916,-117.3206018,F,NAD83,2643.01,17,NGVD29,18090208,dv,2,7311,NA,wat,NA,1645597,0,3/17/1962,7/8/2017,6029,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10703,10,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,ST,39.1321292,-120.1576913,F,NAD83,NA,NA,NA,16050101,dv,1,7545,NA,wat,NA,1645597,0,10/24/1980,7/8/2017,1608,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10803,10,USGS,11176500,ARROYO VALLE NR LIVERMORE CA,ST,37.62326509,-121.7588418,F,NAD83,510.44,0.01,NGVD29,18050004,uv,NA,14835,NA,wat,NA,1645597,0,10/14/2011,7/8/2017,2094,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10894,10,USGS,11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,ST,36.61166667,-118.7016667,U,NAD83,7160,20,NGVD29,18030007,dv,2,9228,NA,wat,NA,1645597,0,10/1/2013,7/8/2017,1214,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10940,10,USGS,11446500,AMERICAN R A FAIR OAKS CA,ST,38.6354601,-121.2277262,F,NAD83,71.53,0.01,NGVD29,18020111,uv,NA,15713,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10945,10,USGS,11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,ST,36.61166667,-118.7016667,U,NAD83,7160,20,NGVD29,18030007,uv,NA,14934,NA,wat,NA,1645597,0,10/1/2013,7/8/2017,1376,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
10979,10,USGS,11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,ST,36.04828125,-118.6542556,S,NAD83,3700,20,NGVD29,18030006,dv,1,9192,NA,wat,NA,1645597,0,1/25/2006,7/8/2017,4019,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11340,10,USGS,11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,ST,37.24771864,-120.8521446,S,NAD83,75.11,0.01,NGVD29,18040001,dv,2,9489,NA,wat,NA,1645597,0,9/10/1985,7/8/2017,11032,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11390,10,USGS,11447650,SACRAMENTO R A FREEPORT CA,ST,38.45601954,-121.5013437,S,NAD83,NA,NA,NA,18020109,uv,NA,15760,"BGC PROJECT, [East Fender]",wat,NA,1645597,0,8/31/2013,7/8/2017,1407,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
11792,10,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,ST,39.1321292,-120.1576913,F,NAD83,NA,NA,NA,16050101,dv,2,7546,NA,wat,NA,1645597,0,10/24/1980,7/8/2017,1608,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12038,10,USGS,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,ST,37.8815908,-119.9701824,F,NAD83,NA,NA,NA,18040009,dv,2,9647,NA,wat,NA,1645597,0,6/2/2006,7/8/2017,3986,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12041,10,USGS,11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,ST,37.3099386,-120.9310369,S,NAD83,72.37,0.1,NAVD88,18040001,uv,NA,14979,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12099,10,USGS,11278000,ELEANOR C NR HETCH HETCHY CA,ST,37.969088,-119.882124,F,NAD83,4500,17,NGVD29,18040009,uv,NA,15084,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12126,10,USGS,11278300,CHERRY C NR EARLY INTAKE CA,ST,37.89436824,-119.962682,F,NAD83,2272,17,NGVD29,18040009,uv,NA,15091,NA,wat,NA,1645597,0,5/28/2008,7/8/2017,3328,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12205,10,USGS,11274538,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,ST,37.41354657,-121.0160412,S,NAD83,65,2.5,NGVD29,18040002,uv,NA,15022,NA,wat,NA,1645597,0,10/3/2007,7/8/2017,3566,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12286,10,USGS,10260500,DEEP C NR HESPERIA CA,ST,34.34305858,-117.2264316,F,NAD83,3030,20,NGVD29,18090208,dv,2,7273,NA,wat,NA,1645597,0,12/1/2006,7/8/2017,3497,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12512,10,USGS,10340500,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,ST,39.37324026,-120.131587,F,NAD83,5572.62,17,NGVD29,16050102,uv,NA,163254,New upstream site outlet,wat,NA,1645597,0,3/10/2017,7/8/2017,120,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12638,10,USGS,11463000,RUSSIAN R NR CLOVERDALE CA,ST,38.8793475,-123.0536124,F,NAD83,NA,NA,NA,18010110,uv,NA,16326,NA,wat,NA,1645597,0,7/21/2009,7/8/2017,2909,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12933,10,USGS,11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,ST,38.2422222,-121.686111,S,NAD83,NA,NA,NA,18020109,uv,NA,16123,BGC PROJECT,wat,NA,1645597,0,7/16/2013,7/8/2017,1453,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
12952,10,USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,NAD83,950,17,NGVD29,18070302,dv,2,7812,NA,wat,NA,1645597,0,12/15/1999,7/8/2017,5754,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13004,10,USGS,11530500,KLAMATH R NR KLAMATH CA,ST,41.5109543,-123.9795164,F,NAD83,NA,NA,NA,18010209,dv,2,11995,NA,wat,NA,1645597,0,9/30/2003,7/8/2017,5008,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13005,10,USGS,11530500,KLAMATH R NR KLAMATH CA,ST,41.5109543,-123.9795164,F,NAD83,NA,NA,NA,18010209,dv,1,11994,NA,wat,NA,1645597,0,9/30/2003,7/8/2017,5008,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13114,10,USGS,11303500,SAN JOAQUIN R NR VERNALIS CA,ST,37.6760406,-121.2663293,S,NAD83,25,2.5,NGVD29,18040002,dv,1,9837,NA,wat,NA,1645597,0,10/28/1961,7/8/2017,15922,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13123,10,USGS,11176900,ARROYO DE LA LAGUNA A VERONA CA,ST,37.62659915,-121.8830126,S,NAD83,280,20,NGVD29,18050004,dv,1,9000,NA,wat,NA,1645597,0,11/27/2003,7/8/2017,4792,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13222,10,USGS,11278400,CHERRY C BL DION R HOLM PH NR MATHER CA,ST,37.8902017,-119.9699046,F,NAD83,NA,NA,NA,18040009,dv,1,9669,NA,wat,NA,1645597,0,5/25/2006,7/8/2017,3975,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13305,10,USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83,271.56,0.01,NGVD29,18050004,dv,1,8941,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,2378,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13325,10,USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83,271.56,0.01,NGVD29,18050004,uv,NA,14826,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3202,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13449,10,USGS,11274550,SAN JOAQUIN R NR CROWS LANDING CA,ST,37.43187949,-121.0138193,S,NAD83,45,2.5,NGVD29,18040002,uv,NA,15029,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13562,10,USGS,11126000,SANTA YNEZ R NR SANTA YNEZ CA,ST,34.5891552,-119.9887532,F,NAD83,545.66,0.05,NGVD29,18060010,dv,1,8510,NA,wat,NA,1645597,0,7/27/1994,7/8/2017,6179,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13687,10,USGS,11303000,STANISLAUS R A RIPON CA,ST,37.72965078,-121.1104934,S,NAD83,0.72,0.01,NGVD29,18040002,dv,2,9831,NA,wat,NA,1645597,0,7/1/1985,7/8/2017,9391,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13755,10,USGS,10265150,HOT C A FLUME NR MAMMOTH LAKES CA,ST,37.66882166,-118.8176312,F,NAD83,6950,5,NGVD29,18090102,dv,2,7378,NA,wat,NA,1645597,0,7/7/1983,7/8/2017,7220,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13790,10,USGS,11162753,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,ST,37.52944444,-122.3583333,S,NAD83,160,12,NGVD29,18050004,uv,NA,14733,NA,wat,NA,1645597,0,9/12/2008,7/8/2017,3221,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13932,10,USGS,11463980,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,ST,38.6329653,-122.8555494,F,NAD83,NA,NA,NA,18010110,uv,NA,16358,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
13943,10,USGS,11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,ST,36.02411648,-118.8134258,S,NAD83,970,20,NGVD29,18030006,uv,NA,14929,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14116,10,USGS,11044000,SANTA MARGARITA R NR TEMECULA CA,ST,33.4739175,-117.1422536,F,NAD83,950,17,NGVD29,18070302,uv,NA,14080,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14143,10,USGS,11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,ST,37.9165884,-119.6598938,S,NAD83,3830,20,NGVD29,18040009,uv,NA,15039,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14146,10,USGS,11303000,STANISLAUS R A RIPON CA,ST,37.72965078,-121.1104934,S,NAD83,0.72,0.01,NGVD29,18040002,uv,NA,15162,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14224,10,USGS,11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,ST,37.8815908,-119.9701824,F,NAD83,NA,NA,NA,18040009,dv,1,9646,NA,wat,NA,1645597,0,6/2/2006,7/8/2017,3988,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
14873,10,USGS,11455140,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,ST,38.34916667,-121.6447222,5,NAD83,NA,NA,NA,18020163,uv,NA,209967,[BGC Project],wat,NA,1645597,0,3/10/2017,7/8/2017,120,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15104,10,USGS,11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,ST,37.3099386,-120.9310369,S,NAD83,72.37,0.1,NAVD88,18040001,dv,2,9498,NA,wat,NA,1645597,0,9/20/1985,7/8/2017,7066,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15117,10,USGS,11458433,SONOMA CREEK A KENWOOD CA,ST,38.4188004,-122.5627606,S,NAD83,420,20,NGVD29,18050002,uv,NA,16255,NA,wat,NA,1645597,0,10/4/2008,7/8/2017,3199,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15143,10,USGS,11455165,MINER SLOUGH A HWY 84 BRIDGE,ST,38.29166667,-121.6308333,5,NAD83,0,0.1,NAVD88,18020109,uv,NA,16042,NA,wat,NA,1645597,0,8/5/2008,7/8/2017,3259,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15268,10,USGS,11173200,ARROYO HONDO NR SAN JOSE CA,ST,37.46160337,-121.769397,F,NAD83,783.86,0.01,NGVD29,18050004,dv,1,8919,NA,wat,NA,1645597,0,9/6/2008,7/8/2017,3176,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15331,10,USGS,11446700,AMERICAN R A WILLIAM B POND PARK A CARMICHAEL CA,ST,38.59129436,-121.3327288,S,NAD83,45,2,NGVD29,18020111,uv,NA,15719,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15339,10,USGS,11446980,AMERICAN R BL WATT AVE BRDG NR CARMICHAEL CA,ST,38.5671281,-121.3882857,S,NAD83,25,2.5,NGVD29,18020111,dv,2,10982,NA,wat,NA,1645597,0,11/13/1998,7/8/2017,6799,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15474,10,USGS,11251000,SAN JOAQUIN R BL FRIANT CA,ST,36.98439397,-119.7243124,F,NAD83,294,17,NGVD29,18040001,uv,NA,14949,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15490,10,USGS,11173575,ALAMEDA C BL WELCH C NR SUNOL CA,ST,37.5404908,-121.856345,S,NAD83,300,20,NGVD29,18050004,uv,NA,14818,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15560,10,USGS,11313433,DUTCH SLOUGH BL JERSEY ISLAND RD A JERSEY ISLAND,ST,38.0135326,-121.667731,S,NAD83,0,0.1,NAVD88,18040003,uv,NA,15372,NA,wat,NA,1645597,0,7/9/2014,7/8/2017,1095,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15751,10,USGS,11475560,ELDER C NR BRANSCOMB CA,ST,39.7295997,-123.6439073,F,NAD83,1391.08,0.01,NGVD29,18010106,uv,NA,16501,NA,wat,NA,1645597,0,4/5/2012,7/8/2017,1920,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15889,10,USGS,11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,ST,37.73131496,-119.5590514,S,NAD83,4030,20,NGVD29,18040008,dv,2,9530,LEFT BANK WATER TEMP,wat,NA,1645597,0,10/1/1965,7/8/2017,10613,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15892,10,USGS,11381500,MILL C NR LOS MOLINOS CA,ST,40.0546022,-122.0241541,F,NAD83,385,17,NGVD29,18020103,uv,NA,15640,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
15996,10,USGS,10343500,SAGEHEN C NR TRUCKEE CA,ST,39.43157246,-120.2379793,F,NAD83,6320,17,NGVD29,16050102,uv,NA,13934,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16030,10,USGS,11530000,TRINITY R A HOOPA CA,ST,41.049852,-123.673668,F,NAD83,274.82,0.01,NGVD29,18010211,dv,1,11967,NA,wat,NA,1645597,0,2/28/1964,7/8/2017,11537,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16282,10,USGS,11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,ST,37.9165884,-119.6598938,S,NAD83,3830,20,NGVD29,18040009,dv,2,9625,NA,wat,NA,1645597,0,10/21/2006,7/8/2017,3846,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16413,10,USGS,11173500,CALAVERAS C NR SUNOL CA,ST,37.50194444,-121.8183333,S,NAD83,475,20,NGVD29,18050004,dv,2,8926,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3198,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16444,10,USGS,11446980,AMERICAN R BL WATT AVE BRDG NR CARMICHAEL CA,ST,38.5671281,-121.3882857,S,NAD83,25,2.5,NGVD29,18020111,uv,NA,15722,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16449,10,USGS,11277300,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,ST,37.96769944,-119.9174029,F,NAD83,NA,NA,NA,18040009,uv,NA,15079,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16780,10,USGS,10336610,"UPPER TRUCKEE RV AT SOUTH LAKE TAHOE, CA",ST,38.9224078,-119.9915706,S,NAD83,6229.04,0.01,NGVD29,16050101,uv,NA,104044,NA,wat,NA,1645597,0,10/7/2014,7/8/2017,1005,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16891,10,USGS,11383500,DEER C NR VINA CA,ST,40.01404745,-121.9483181,F,NAD83,479.2,0.01,NGVD29,18020103,dv,2,10310,NA,wat,NA,1645597,0,10/5/1998,7/8/2017,6670,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16938,10,USGS,11126000,SANTA YNEZ R NR SANTA YNEZ CA,ST,34.5891552,-119.9887532,F,NAD83,545.66,0.05,NGVD29,18060010,uv,NA,14490,NA,wat,NA,1645597,0,10/1/2008,7/8/2017,3202,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16944,10,USGS,11302000,STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA,ST,37.85159385,-120.6379816,F,NAD83,NA,NA,NA,18040010,uv,NA,15156,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16956,10,USGS,11074000,SANTA ANA R BL PRADO DAM CA,ST,33.88334875,-117.6453296,F,NAD83,449,10,NGVD29,18070203,dv,1,8180,NA,wat,NA,1645597,0,2/2/1968,7/8/2017,16206,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
16983,10,USGS,11254000,SAN JOAQUIN R NR MENDOTA CA,ST,36.8105046,-120.3782256,S,NAD83,140.53,0.01,NGVD29,18040001,uv,NA,14963,NA,wat,NA,1645597,0,1/25/2013,7/8/2017,1625,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
17087,10,USGS,11425500,SACRAMENTO R A VERONA CA,ST,38.77434584,-121.5982928,F,NAD83,-3,17,NGVD29,18020109,uv,NA,15689,NA,wat,NA,1645597,0,2/14/2008,7/8/2017,3432,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
17275,10,USGS,11530000,TRINITY R A HOOPA CA,ST,41.049852,-123.673668,F,NAD83,274.82,0.01,NGVD29,18010211,uv,NA,16637,NA,wat,NA,1645597,0,10/1/2007,7/8/2017,3568,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
17285,10,USGS,11176500,ARROYO VALLE NR LIVERMORE CA,ST,37.62326509,-121.7588418,F,NAD83,510.44,0.01,NGVD29,18050004,dv,1,8987,NA,wat,NA,1645597,0,10/2/1963,7/8/2017,6525,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
17452,10,USGS,11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,ST,36.61166667,-118.7016667,U,NAD83,7160,20,NGVD29,18030007,dv,1,9227,NA,wat,NA,1645597,0,10/1/2013,7/8/2017,1214,Physical,"Temperature, water, degrees Celsius",NA,"Temperature, water",deg C
